replicate,kmer size,theta,error rate,number of genomes,read count,time,memory,classification recall,classification precision,filter recall,filter precision,avg read count error
0,40,0.2,0.02,66,1000,133928503,27756,1.0,0.46153846153846156,0.8012048192771084,1.0,16.5
0,40,0.4,0.02,66,1000,113120264,27756,1.0,0.5,0.5803212851405622,1.0,34.833333333333336
0,40,0.6,0.02,66,1000,101466997,27756,1.0,0.5,0.41365461847389556,1.0,48.666666666666664
0,40,0.8,0.02,66,1000,86292877,27756,1.0,0.6666666666666666,0.30120481927710846,1.0,58.0
0,40,1.0,0.02,66,1000,99112001,27756,1.0,0.75,0.20080321285140562,1.0,66.33333333333333
0,50,0.0,0.02,66,1000,285660834,27756,1.0,0.09090909090909091,1.0,0.5,913.0
0,50,0.2,0.02,66,1000,125409882,27756,1.0,0.46153846153846156,0.6204819277108434,1.0,31.5
0,50,0.4,0.02,66,1000,109026032,27756,1.0,0.5,0.4779116465863454,1.0,43.333333333333336
0,50,0.6,0.02,66,1000,132971249,27756,1.0,0.6,0.37349397590361444,1.0,52.0
0,50,0.8,0.02,66,1000,133464464,27756,1.0,0.6666666666666666,0.285140562248996,1.0,59.333333333333336
0,50,1.0,0.02,66,1000,81895038,27756,1.0,0.75,0.20080321285140562,1.0,66.33333333333333
0,10,0.0,0.04,66,1000,407058754,27756,1.0,0.09090909090909091,1.0,0.5,913.0
0,10,0.2,0.04,66,1000,249919067,27756,1.0,0.09375,1.0,0.5,135.83333333333334
0,10,0.4,0.04,66,1000,201725862,27756,1.0,0.15384615384615385,0.9939759036144579,0.656498673740053,16.0
0,10,0.6,0.04,66,1000,163767742,27756,1.0,0.2222222222222222,0.9497991967871486,0.9574898785425101,4.0
0,10,0.8,0.04,66,1000,160744484,27756,1.0,0.35294117647058826,0.4939759036144578,1.0,42.5
0,10,1.0,0.04,66,1000,118767385,27756,1.0,0.6666666666666666,0.05823293172690763,1.0,78.16666666666667
0,20,0.0,0.04,66,1000,360637296,27756,1.0,0.09090909090909091,1.0,0.5,913.0
0,20,0.2,0.04,66,1000,159004570,27756,1.0,0.375,0.9437751004016064,1.0,4.666666666666667
0,20,0.4,0.04,66,1000,147237136,27756,1.0,0.375,0.7309236947791165,1.0,22.333333333333332
0,20,0.6,0.04,66,1000,116820124,27756,1.0,0.42857142857142855,0.3674698795180723,1.0,52.5
0,20,0.8,0.04,66,1000,126238584,27756,1.0,0.46153846153846156,0.11847389558232932,1.0,73.16666666666667
0,20,1.0,0.04,66,1000,117935435,27756,1.0,0.6666666666666666,0.05823293172690763,1.0,78.16666666666667
0,30,0.0,0.04,66,1000,338136118,27756,1.0,0.09090909090909091,1.0,0.5,913.0
0,30,0.2,0.04,66,1000,166625536,27756,1.0,0.375,0.7289156626506024,1.0,22.5
0,30,0.4,0.04,66,1000,188971550,27756,1.0,0.42857142857142855,0.4497991967871486,1.0,45.666666666666664
0,30,0.6,0.04,66,1000,140077816,27756,1.0,0.46153846153846156,0.20682730923694778,1.0,65.83333333333333
0,30,0.8,0.04,66,1000,166204070,27756,1.0,0.46153846153846156,0.11244979919678715,1.0,73.66666666666667
0,30,1.0,0.04,66,1000,90071790,27756,1.0,0.6666666666666666,0.05823293172690763,1.0,78.16666666666667
0,40,0.0,0.04,66,1000,314728794,27756,1.0,0.09090909090909091,1.0,0.5,913.0
0,40,0.2,0.04,66,1000,170565321,27756,1.0,0.42857142857142855,0.5200803212851406,1.0,40.0
0,40,0.4,0.04,66,1000,129978936,27756,1.0,0.46153846153846156,0.29116465863453816,1.0,58.833333333333336
0,40,0.6,0.04,66,1000,126246091,27756,1.0,0.46153846153846156,0.1606425702811245,1.0,69.66666666666667
0,40,0.8,0.04,66,1000,130821755,27756,1.0,0.5454545454545454,0.10240963855421686,1.0,74.5
0,40,1.0,0.04,66,1000,101789216,27756,1.0,0.6666666666666666,0.05823293172690763,1.0,78.16666666666667
0,50,0.0,0.04,66,1000,328598836,27756,1.0,0.09090909090909091,1.0,0.5,913.0
0,50,0.2,0.04,66,1000,128401604,27756,1.0,0.42857142857142855,0.3413654618473896,1.0,54.666666666666664
